"Rank","Year","Artist","artist_name","Track","track_name","track_number","disc_number","album_name","album_type","artist_id","track_id","album_release_date","album_release_year","duration_ms","danceability","energy","key","key_name","key_mode","mode","mode_name","time_signature","loudness","speechiness","acousticness","instrumentalness","liveness","valence","tempo"
19,2006,"dierks bentley","dierks bentley","settle for a slowdown","settle for a slowdown",4,1,"Modern Day Drifter","album","7x8nK0m0cP2ksQf0mjWdPS","23wZ7ClwPgwBNkFvnTlMwk","2005-01-01",2005,223200,0.533,0.665,5,"F","F major",1,"major",4,-5.632,0.0317,0.0813,1.86e-05,0.332,0.212,80.975
19,2007,"alan jackson","alan jackson","a womans love","a womans love",8,1,"High Mileage/Marlboro","album","4mxWe1mtYIYfP040G38yvS","5lOJutPmvwp347X98HGBZu","1998",1998,232893,0.651,0.441,5,"F","F major",1,"major",4,-12.655,0.0291,0.222,0.000866,0.138,0.56,146.745
19,2008,"brad paisley","brad paisley","waitin on a woman","waitin on a woman",3,1,"Time Well Wasted","album","13YmWQJFwgZrd4bf5IjMY4","3uJggzf2q1lCOl8EiQHFvN","2005-08-16",2005,272586,0.548,0.617,0,"C","C major",1,"major",4,-7.093,0.0284,0.0848,5.13e-05,0.113,0.339,76.367
19,2009,"keith urban","keith urban","only you can love me this way","only you can love me this way",7,1,"Defying Gravity","album","0u2FHSq3ln94y5Q57xazwf","6JvvA5rahJYvzsQqEOLswL","2009",2009,247680,0.566,0.425,2,"D","D major",1,"major",4,-9.503,0.0288,0.415,5.01e-05,0.172,0.31,147.791
19,2010,"easton corbin","easton corbin","a little more country than that","a little more country than that",1,1,"A Little More Country Than That","single","070kGpqtESdDsLb3gdMIyx","2C5AkNS48Y5bcBuYCRfTPV","2009-01-01",2009,171853,0.407,0.619,11,"B","B major",1,"major",4,-8.529,0.0381,0.0861,1.06e-06,0.0958,0.599,82.348
19,2011,"jason aldean with kelly clarkson","jason aldean","dont you wanna stay","dont you wanna stay with kelly clarkson",12,1,"My Kinda Party","album","3FfvYsEGaIb52QPXhg4DcH","2usybbJIyVPm1aeGK2bitr","2010-11-02",2010,256440,0.45,0.634,11,"B","B major",1,"major",4,-4.814,0.0308,0.0985,0,0.0883,0.13,143.75
19,2012,"lady a","lady a","dancin away with my heart","dancin away with my heart",3,1,"Own The Night","album","32WkQRZEVKSzVAAYqukAEA","61Y7PmzhuL79y87aS9nesX","2011-09-13",2011,232973,0.572,0.663,4,"E","E major",1,"major",4,-5.418,0.0274,0.221,0,0.291,0.455,140.253
19,2013,"billy currington","billy currington","hey girl","hey girl",1,1,"We Are Tonight","album","1By9QBFnjZAoI83BZppHlt","4CcrLWFQY4dRGMbUR59cSp","2013-01-01",2013,200533,0.548,0.673,1,"C#","C# major",1,"major",4,-5.29,0.0268,0.0158,0,0.0794,0.652,81.947
19,2014,"luke bryan","luke bryan","roller coaster","roller coaster",4,1,"Crash My Party (International Tour Edition)","album","0BvkDsjIUla7X0k6CSWh1I","1Rvk58wkFjgZhQh51pkG0n","2013-01-01",2013,259079,0.601,0.793,8,"G#","G# major",1,"major",4,-4.459,0.0356,0.027,6.88e-05,0.163,0.296,107.987
19,2015,"cam","cam","burning house","burning house",4,1,"Untamed","album","5WRElKaZsn1tGnrgmJVAeO","2zhk0kypGeOPsaaZcjyc14","2015-12-11",2015,231333,0.728,0.253,0,"C","C major",1,"major",4,-8.427,0.0304,0.887,1.11e-05,0.133,0.457,140.923
19,2016,"chris young duet with cassadee pope","chris young","think of you","think of you",3,1,"I'm Comin' Over","album","4BYxqVkZyFjtik7crYLg5Q","6W9W8dSswA8KNegvl3W97V","2015-11-13",2015,218946,0.616,0.893,11,"B","B major",1,"major",4,-3.588,0.0375,0.000937,0,0.111,0.567,111.959
19,2017,"carly pearce","carly pearce","every little thing","every little thing",7,1,"Every Little Thing (Big Machine Radio Release Special)","album","4sIl4BTo9l9KqEi0Y3RE72","1Dm4iAvqwYrZjgSFJNW5TG","2017-10-13",2017,181053,0.636,0.428,0,"C","C major",1,"major",4,-6.512,0.0375,0.434,1.02e-05,0.0903,0.32,139.919
19,2018,"jordan davis","jordan davis","singles you up","singles you up",1,1,"Singles You Up","single","77kULmXAQ6vWer7IIHdGzI","3IPkbTA8KkdDXyWtGkfFXa","2017-05-26",2017,182693,0.635,0.903,7,"G","G major",1,"major",4,-3.588,0.0323,0.0472,0,0.255,0.559,100.08
19,2019,"matt stell","matt stell","prayed for you","prayed for you",6,1,"Everywhere But On","album","7EekKnlf2HwNaLLpL9Cpgy","4j6GMcVcqZf1r0GDqMtYp6","2019-10-25",2019,210373,0.6,0.698,9,"A","A major",1,"major",4,-5.86,0.0355,0.0724,1.64e-06,0.113,0.57,140.032
19,2020,"luke combs","luke combs","lovin on you","lovin on you",4,1,"What You See Is What You Get","album","718COspgdWOnwOFpJHRZHS","0nYvjcSlCgjcwogQAwIwNp","2019-11-08",2019,194866,0.572,0.949,4,"E","E major",1,"major",4,-4.865,0.06,0.00165,0.000195,0.163,0.53,118.974
20,2002,"sara evans","sara evans","i keep looking","i keep looking",4,1,"Born To Fly","album","7qvsLYsYP0MHD7jkdv6DAG","1ImN2ElAsexNLmBVF3MTHu","2000-10-10",2000,276693,0.74,0.767,10,"A#","A# major",1,"major",4,-6.046,0.0491,0.0624,0,0.144,0.782,112.873
20,2003,"keith urban","keith urban","who wouldnt wanna be me","who wouldnt wanna be me",2,1,"Golden Road","album","0u2FHSq3ln94y5Q57xazwf","3D9KRG2goKWw9u9KMpKZHl","2002-01-01",2002,255746,0.659,0.793,2,"D","D major",1,"major",4,-6.633,0.0384,0.138,0.00197,0.0383,0.874,119.791
20,2004,"andy griggs","andy griggs","she thinks she needs me","she thinks she needs me",1,1,"She Thinks She Needs Me","single","7CyJIUpcWZK2zFM6gKLKvD","03O6kOuqppZAKOwR5kpdP5","2003-10-20",2003,243693,0.499,0.555,0,"C","C major",1,"major",4,-7.671,0.0282,0.0862,0,0.204,0.395,138.038
20,2005,"george strait","george strait","youll be there","youll be there",4,1,"Somewhere Down In Texas","album","5vngPClqofybhPERIqQMYd","6ljgpSnKrzvpigdjt0rCkF","2005-01-01",2005,257493,0.583,0.481,4,"E","E major",1,"major",4,-8.822,0.0276,0.264,0,0.119,0.172,98.909
20,2006,"tim mcgraw","tim mcgraw","when the stars go blue","when the stars go blue",5,1,"Greatest Hits, Vol. 2","compilation","6roFdX1y5BYSbp60OTJWMd","7A5uV4KrkkOO7ZipSPCAI6","2006-03-28",2006,235280,0.445,0.682,10,"A#","A# major",1,"major",4,-6.686,0.0289,0.357,7.28e-06,0.109,0.631,181.64
20,2007,"brad paisley","brad paisley","ticks","ticks",2,1,"5th Gear","album","13YmWQJFwgZrd4bf5IjMY4","736KP0gdltJQWPKk0wVL7l","2007",2007,273160,0.623,0.79,4,"E","E major",1,"major",4,-6.316,0.0283,0.0312,3.77e-05,0.106,0.718,94.433
20,2008,"rascal flatts","rascal flatts","every day","every day",8,1,"Still Feels Good","album","0a1gHP0HAqALbEyxaD5Ngn","50MHFGCJITQy3LhZam6Mm6","2007-01-01",2007,254213,0.296,0.725,8,"G#","G# major",1,"major",4,-5.466,0.0461,0.0347,0,0.0881,0.247,113.031
20,2009,"rascal flatts","rascal flatts","summer nights","summer nights",8,1,"Unstoppable","album","0a1gHP0HAqALbEyxaD5Ngn","2F08d4KocfOdWhn7aK3gDI","2009-01-01",2009,242026,0.541,0.895,2,"D","D major",1,"major",4,-4.884,0.0367,0.0163,0,0.571,0.657,102.078
20,2010,"rodney atkins","rodney atkins","farmers daughter","farmers daughter",12,1,"It's America","album","2qgvmDsc4jrqbAbjq1HGM2","5zGqTc1WQUe8XqqdnrpKTV","2010-06-29",2010,207040,0.612,0.791,6,"F#","F# major",1,"major",4,-3.519,0.0291,0.224,0,0.112,0.786,133.977
20,2011,"jerrod niemann","jerrod niemann","what do you want","what do you want",6,1,"Judge Jerrod & The Hung Jury","album","0RKP52f5PNDCRZ9Luq2Sr7","6bdDMSGOpu4u2AT4rarSDc","2010-07-13",2010,214573,0.55,0.496,4,"E","E major",1,"major",4,-10.12,0.144,0.659,1.15e-06,0.106,0.543,153.275
20,2012,"hunter hayes","hunter hayes","wanted","wanted",2,1,"Hunter Hayes (Encore)","album","7H6dkUChT5EoOQtUVMg4cN","0f1svjHSiaCJif6noKKVHa","2011",2011,228840,0.421,0.476,0,"C","C major",1,"major",4,-7.692,0.0298,0.268,0,0.0816,0.3,169.784
20,2013,"brett eldredge","brett eldredge","dont ya","dont ya",2,1,"Bring You Back","album","0qSX3s5pJnAlSsgsCne8Cz","3Qe097eJNp9MfpT2PieEw0","2013-08-06",2013,181209,0.537,0.693,9,"A","A major",1,"major",4,-5.256,0.0847,0.0566,0,0.146,0.581,176.004
20,2014,"tim mcgraw featuring faith hill","tim mcgraw","meanwhile back at mamas","meanwhile back at mamas",8,1,"Sundown Heaven Town (Deluxe Edition)","album","6roFdX1y5BYSbp60OTJWMd","2rO28hRLDbsenVjeWvwqQz","2014-01-01",2014,228106,0.524,0.679,6,"F#","F# major",1,"major",4,-8.68,0.0435,0.583,5.79e-05,0.163,0.676,172.977
20,2015,"a thousand horses","a thousand horses","smoke","smoke",3,1,"Southernality","album","55RI2GNCfyXr0f14uIdhwd","0ZUnRmGiWEypcw14WjW109","2015-06-09",2015,219080,0.433,0.776,7,"G","G major",1,"major",4,-5.53,0.029,0.0349,0.00023,0.387,0.424,149.641
20,2016,"kenny chesney featuring pnk","kenny chesney","setting the world on fire","setting the world on fire with pnk",3,1,"Cosmic Hallelujah","album","3grHWM9bx2E9vwJCdlRv9O","7AclP0W2jy6yrbvBiC4prQ","2017-04-28",2017,217466,0.61,0.822,0,"C","C major",1,"major",4,-4.422,0.0355,0.0171,1.88e-06,0.093,0.437,93.993
20,2017,"jason aldean","jason aldean","any ol barstool","any ol barstool",12,1,"They Don't Know","album","3FfvYsEGaIb52QPXhg4DcH","4T5Z4mbTe7kuGqgLpaRtTh","2016-09-09",2016,203293,0.536,0.722,4,"E","E major",1,"major",4,-4.163,0.0284,0.312,0,0.117,0.499,143.78
20,2018,"old dominion","old dominion","hotel key","hotel key",4,1,"Happy Endings","album","6y8XlgIV8BLlIg1tT1R10i","33471tzU1VghDg9zNgGRpz","2017-08-25",2017,166573,0.758,0.867,11,"B","B major",1,"major",4,-5.087,0.0475,0.152,0,0.308,0.964,102.018
20,2019,"chase rice","chase rice","eyes on you","eyes on you",1,1,"Eyes On You","single","6pBNfggcZZDCmb0p92OnGn","12Cz2uOI48j13QhJkqxSQT","2017-10-13",2017,182493,0.606,0.652,9,"A","A major",1,"major",4,-6.982,0.0281,0.323,0,0.201,0.476,97.155
20,2020,"ingrid andress","ingrid andress","more hearts than mine","more hearts than mine",1,1,"More Hearts Than Mine","single","0jPnVIasXzBYjrlpO5irii","0LcspVKJxhEQQSvVMiTPWz","2019-04-05",2019,214160,0.573,0.428,0,"C","C major",1,"major",4,-7.414,0.0263,0.112,0,0.114,0.4,80.907
21,2002,"tim mcgraw","tim mcgraw","the cowboy in me","the cowboy in me",1,1,"Set This Circus Down","album","6roFdX1y5BYSbp60OTJWMd","7iGdNkROFlxqUJkHNlkoQV","2001-04-24",2001,244506,0.488,0.569,2,"D","D major",1,"major",4,-7.323,0.0294,0.076,1.06e-06,0.0796,0.153,71.92
21,2003,"jimmy wayne","jimmy wayne","stay gone","stay gone",3,1,"Jimmy Wayne","album","60h3lZFY2T93K7qxVPrajf","2HEMdZPNfOLF9W3LeE7dkC","2003-06-24",2003,226600,0.52,0.515,9,"A","A major",1,"major",3,-5.497,0.0276,0.0976,0,0.271,0.193,142.086
21,2004,"phil vassar","phil vassar","in a real love","in a real love",2,1,"Playlist: The Very Best Of Phil Vassar","compilation","1XhhO2dTs2fKyhILj0aam6","2b4PWXD09u2hQ8OnBRbtyE","2000",2000,210893,0.596,0.812,9,"A","A major",1,"major",4,-4.231,0.0314,0.137,0,0.293,0.736,90.912
21,2005,"joe nichols","joe nichols","whats a guy gotta do","whats a guy gotta do",10,1,"Revelation","album","4aJTB79uwT4sP0Nb8QGWHc","1KYbPtyWhH2d4x0I8n1NRg","2004-01-01",2004,140933,0.628,0.943,5,"F","F major",1,"major",4,-5.683,0.0647,0.611,7.38e-05,0.0668,0.922,170.203
21,2006,"josh turner","josh turner","your man","your man",4,1,"Your Man","album","7vCtweS8UVAXTyau2j0rDT","1WzAeadSKJhqykZFbJNmQv","2006",2006,211893,0.744,0.637,6,"F#","F# major",1,"major",4,-4.483,0.0241,0.337,0.000222,0.0696,0.785,100.511
21,2007,"george strait","george strait","wrapped","wrapped",4,1,"It Just Comes Natural","album","5vngPClqofybhPERIqQMYd","1FWAB1KZHJnAeET0288xha","2006-01-01",2006,247880,0.586,0.762,11,"B","B major",1,"major",4,-4.055,0.0263,0.253,0,0.109,0.59,114.067
21,2008,"montgomery gentry","montgomery gentry","back when i knew it all","back when i knew it all",11,1,"Playlist: The Very Best of Montgomery Gentry","compilation","3bGXaFVQLASmDMdjjeJr8a","4aKIULILV02RuEwcsi4esM","1999",1999,238053,0.617,0.777,2,"D","D major",1,"major",4,-6.693,0.0357,0.00272,2.53e-05,0.433,0.485,124.037
21,2009,"george strait","george strait","living for the night","living for the night",5,1,"Twang","album","5vngPClqofybhPERIqQMYd","1BWBhzWgIL1eyNU02FfmVX","2009-01-01",2009,221773,0.428,0.44,1,"C#","C# major",1,"major",4,-6.48,0.0241,0.63,0.000862,0.116,0.265,78.463
21,2010,"keith urban","keith urban","im in","im in",10,1,"Defying Gravity","album","0u2FHSq3ln94y5Q57xazwf","1Jg5f50CRLM4bl6TiFTge5","2009",2009,273520,0.558,0.853,5,"F","F major",1,"major",4,-5.896,0.0493,0.03,0.000103,0.0999,0.64,129.969
21,2011,"sara evans","sara evans","a little bit stronger","a little bit stronger",2,1,"Stronger & Greatest Hits (Australian Tour Edition)","compilation","7qvsLYsYP0MHD7jkdv6DAG","6Jy1SWCElFwk4vdte3AoP7","2007",2007,301986,0.536,0.65,2,"D","D major",1,"major",4,-5.603,0.0337,0.282,1.16e-06,0.0876,0.288,147.93
21,2013,"the band perry","the band perry","done","done",2,1,"Pioneer","album","75FnCoo4FBxH5K1Rrx0k5A","3CClN6lWM5m2dfpaFug3VP","2013-01-01",2013,205266,0.653,0.875,6,"F#","F# major",1,"major",4,-3.015,0.0366,0.291,0,0.054,0.775,100.047
21,2014,"cole swindell","cole swindell","hope you get lonely tonight","hope you get lonely tonight",4,1,"Cole Swindell","album","1mfDfLsMxYcOOZkzBxvSVW","5BtS8w1kkjLV1BbvB0t12u","2014-02-18",2014,227986,0.45,0.795,10,"A#","A# major",1,"major",4,-4.249,0.0355,0.103,0,0.166,0.364,151.884
21,2015,"florida georgia line","florida georgia line","sippin on fire","sippin on fire",6,1,"Anything Goes","album","3b8QkneNDz4JHKKKlLgYZg","0H9Q7Vzu8nYRDBZYKbtU8d","2014-10-14",2014,193640,0.476,0.92,10,"A#","A# major",1,"major",4,-3.223,0.0329,0.00485,1.15e-05,0.355,0.694,142.952
21,2016,"luke bryan featuring karen fairchild","luke bryan","home alone tonight","home alone tonight",4,1,"Kill The Lights (Deluxe)","album","0BvkDsjIUla7X0k6CSWh1I","0RE8WWlaCQM6M4XHUK3u7b","2015-08-07",2015,190773,0.501,0.966,8,"G#","G# major",1,"major",4,-1.177,0.112,0.0796,0,0.0903,0.497,161.881
21,2017,"cole swindell","cole swindell","flatliner","flatliner feat dierks bentley",1,1,"You Should Be Here","album","1mfDfLsMxYcOOZkzBxvSVW","0WyFpxYlBCgH1gMXd26OOr","2016-05-06",2016,177066,0.555,0.896,0,"C","C major",1,"major",4,-3.295,0.0388,0.00434,0,0.145,0.578,114.995
21,2018,"kane brown","kane brown","lose it","lose it",3,1,"Experiment Extended","album","3oSJ7TBVCWMDMiYjXNiCKE","7epGknfpAlH1u33S71Ur1o","2019-11-01",2019,178986,0.544,0.854,4,"E","E minor",0,"minor",4,-4.968,0.0289,0.00245,1.2e-06,0.249,0.436,91.966
21,2019,"marshmello  kane brown","kane brown","one thing right","one thing right",1,1,"One Thing Right","single","3oSJ7TBVCWMDMiYjXNiCKE","4hPpVbbakQNv8YTHYaOJP4","2019-06-21",2019,181823,0.659,0.623,4,"E","E major",1,"major",4,-2.253,0.0451,0.0667,0,0.582,0.439,88.042
21,2020,"kane brown","kane brown","cool again","cool again",1,1,"Cool Again","single","3oSJ7TBVCWMDMiYjXNiCKE","5P3oaNpPDVLRJsL3152SEs","2020-04-23",2020,164668,0.608,0.735,4,"E","E major",1,"major",4,-5.497,0.0371,0.0156,1.69e-06,0.361,0.773,90.007
22,2002,"emerson drive","emerson drive","i should be sleeping","i should be sleeping",6,1,"Emerson Drive","album","1efrXlPhLKv7PvgUxVcqIS","28CnmZkM5CFp0ObTRQJeCw","2002-01-01",2002,177000,0.464,0.895,5,"F","F minor",0,"minor",4,-4.16,0.145,0.243,0,0.0687,0.674,164.404
22,2003,"alan jackson","alan jackson","thatd be alright","thatd be alright",10,1,"16 Biggest Hits","compilation","4mxWe1mtYIYfP040G38yvS","48ykOM780IeqcmTcwK9IM4","1989",1989,221760,0.672,0.731,2,"D","D major",1,"major",4,-8.791,0.0282,0.228,0,0.0661,0.913,134.376
22,2004,"kenny chesney","kenny chesney","there goes my life","there goes my life",1,1,"When The Sun Goes Down","album","3grHWM9bx2E9vwJCdlRv9O","1CjQCQsl9FDb3WhjGcFOzG","2004-01-22",2004,302666,0.577,0.483,4,"E","E major",1,"major",4,-8.141,0.0324,0.0337,6.22e-06,0.3,0.218,135.77
22,2005,"brooks  dunn","brooks  dunn","play something country","play something country",1,1,"Hillbilly Deluxe","album","0XKOBt59crntr7HQXXO8Yz","0SineTesaejYlgW5pwLo10","2005-08-30",2005,194826,0.692,0.944,7,"G","G major",1,"major",4,-2.846,0.0322,0.0817,0,0.574,0.774,115.148
22,2006,"brad paisley featuring dolly parton","brad paisley","when i get where im going","when i get where im going feat dolly parton",12,1,"Time Well Wasted","album","13YmWQJFwgZrd4bf5IjMY4","3VLCtStwYsAL4LKZgeUvy3","2005-08-16",2005,247053,0.519,0.379,0,"C","C major",1,"major",4,-9.906,0.0279,0.619,1.85e-06,0.108,0.208,85.929
22,2007,"keith urban","keith urban","i told you so","i told you so",3,1,"Love, Pain & the whole crazy thing","album","0u2FHSq3ln94y5Q57xazwf","0MssjYAaKDxmojeLp1VYNX","2006",2006,266565,0.617,0.885,1,"C#","C# minor",0,"minor",4,-5.374,0.0303,0.0102,1.79e-05,0.0715,0.725,105.984
22,2008,"rascal flatts","rascal flatts","winner at a losing game","winner at a losing game",6,1,"Still Feels Good","album","0a1gHP0HAqALbEyxaD5Ngn","3f9X0GdtSSq06xZVJZ5S5T","2007-01-01",2007,286613,0.443,0.599,7,"G","G major",1,"major",4,-6.604,0.026,0.207,0,0.107,0.399,171.879
22,2009,"toby keith","toby keith","american ride","american ride",1,1,"American Ride","album","2bA6fzP0lMAQ4kz6CF61w8","0gjqyr5z7poniYymKRwsCN","2009-10-06",2009,165693,0.519,0.907,9,"A","A major",1,"major",4,-2.681,0.0665,0.0829,1.57e-06,0.325,0.794,174.085
22,2010,"jerrod niemann","jerrod niemann","lover lover","lover lover",3,1,"Judge Jerrod & The Hung Jury","album","0RKP52f5PNDCRZ9Luq2Sr7","5UzU0qw21okODBNUnxptVo","2010-07-13",2010,193733,0.879,0.567,7,"G","G major",1,"major",4,-6.509,0.0588,0.186,0,0.622,0.948,112.473
22,2011,"keith urban","keith urban","long hot summer","long hot summer",4,1,"Get Closer","album","0u2FHSq3ln94y5Q57xazwf","1WO1SmBem0reCGpK1vjzrF","2010-01-01",2010,273586,0.657,0.785,3,"D#","D# major",1,"major",4,-8.428,0.037,0.0301,4.62e-06,0.0927,0.769,127.987
22,2012,"lee brice","lee brice","a woman like you","a woman like you",2,1,"Hard 2 Love","album","5Zq7R5qmi58ByYyBQTlNuk","3oyMHCAAcnWFdcGuVgwfhd","2012-04-24",2012,209786,0.592,0.584,7,"G","G major",1,"major",4,-7.422,0.0305,0.245,0,0.0862,0.371,160.048
22,2013,"jason aldean","jason aldean","night train","night train",9,1,"Night Train","album","3FfvYsEGaIb52QPXhg4DcH","5I7oDuQDfhV0syRU3cU7zB","2012-10-16",2012,232306,0.493,0.708,5,"F","F major",1,"major",4,-5.196,0.0291,0.0575,0,0.175,0.547,158.037
22,2014,"rascal flatts","rascal flatts","rewind","rewind",2,1,"Rewind","album","0a1gHP0HAqALbEyxaD5Ngn","1W4qAB7PN614dioJw9iCNP","2014-01-01",2014,204626,0.549,0.703,3,"D#","D# major",1,"major",4,-6.68,0.0348,0.0223,0,0.205,0.717,164.046
22,2015,"carrie underwood","carrie underwood","little toy guns","little toy guns",2,1,"Greatest Hits: Decade #1","compilation","4xFUf1FHVy696Q1JQZMTRj","4lnnde7PnrXR3pUzQKBe6X","2014-12-09",2014,210760,0.434,0.868,7,"G","G major",1,"major",4,-1.208,0.0603,0.00407,1.98e-06,0.0919,0.204,161.886
22,2016,"jake owen","jake owen","american country love song","american country love song",11,1,"American Love","album","1n2pb9Tsfe4SwAjmUac6YT","0O1x2tRm8ZpfDbcpOWZp7z","2016-07-29",2016,199746,0.529,0.891,8,"G#","G# major",1,"major",4,-4.36,0.043,0.0457,0,0.0942,0.329,104.031
22,2017,"thomas rhett","thomas rhett","unforgettable","unforgettable",5,1,"Life Changes (Big Machine Radio Release Special)","album","6x2LnllRG5uGarZMsD4iO8","2JGUcpSLhxxruwkqQfBhAl","2017-09-08",2017,157573,0.661,0.75,7,"G","G major",1,"major",4,-5.497,0.0314,0.0303,0.000132,0.0846,0.828,130.077
22,2018,"scotty mccreery","scotty mccreery","five more minutes","five more minutes",4,1,"Seasons Change","album","6ZV6lGY0prbqpTD0Md8i29","3qTmB5HxP9ilJaiM6B1yuk","2018-01-12",2018,241146,0.494,0.634,7,"G","G major",1,"major",4,-4.933,0.0282,0.259,1.15e-06,0.109,0.28,156.03
22,2019,"luke combs","luke combs","she got the best of me","she got the best of me",17,1,"This One's for You Too (Deluxe Edition)","album","718COspgdWOnwOFpJHRZHS","698eQRku24PIYPQPHItKlA","2018-06-01",2018,183160,0.533,0.907,11,"B","B major",1,"major",4,-3.793,0.0406,0.0292,0,0.386,0.7,150.99
22,2020,"kane brown","kane brown","homesick","homesick",6,1,"Experiment Extended","album","3oSJ7TBVCWMDMiYjXNiCKE","30RZAuEkYeDXvy46Iv6l7E","2019-11-01",2019,205400,0.701,0.5,8,"G#","G# major",1,"major",4,-8.82,0.0303,0.46,0,0.234,0.409,97.028
23,2002,"chris cagle","chris cagle","i breathe in i breathe out","i breathe in i breathe out",12,1,"Play It Loud","album","1zhIzONVRlTfD1VQRauHMl","1Jsy4H3jKEwriFniuoC2gj","2000",2000,244600,0.518,0.478,7,"G","G major",1,"major",4,-8.18,0.0233,0.184,0,0.202,0.22,93.05
23,2003,"tim mcgraw","tim mcgraw","shes my kind of rain","shes my kind of rain",11,1,"Tim McGraw And The Dancehall Doctors","album","6roFdX1y5BYSbp60OTJWMd","599y8O5L7DicaGwm1KUdrX","2002-11-26",2002,255973,0.472,0.588,0,"C","C major",1,"major",4,-8.374,0.0254,0.13,0,0.151,0.314,75.999
23,2004,"lonestar","lonestar","lets be us again","lets be us again",15,1,"16 Biggest Hits","compilation","3qbnxnvUqR14MJ9g8QwZJK","0qCnkammPDeeba0LVxeDJW","1995",1995,233533,0.484,0.47,6,"F#","F# major",1,"major",4,-6.231,0.0276,0.0351,0,0.216,0.356,137.888
23,2005,"jamie oneal","jamie oneal","somebodys hero","somebodys hero",3,1,"Brave","album","6sQVeggRv1AhrMzuCjhCZe","2iVkOIwx8qzVGlju9Hy4yY","2005-01-01",2005,221425,0.493,0.735,1,"C#","C# major",1,"major",4,-6.012,0.0432,0.0771,0,0.107,0.626,164.059
23,2006,"gary allan","gary allan","life aint always beautiful","life aint always beautiful",7,1,"Tough All Over","album","37W8SKV5Vc8lcGtdyWCA5m","3unLUM6bJcy5beGawHpynM","2005-01-01",2005,224613,0.481,0.508,2,"D","D major",1,"major",4,-7.666,0.0248,0.216,0.000175,0.105,0.268,86.013
23,2007,"toby keith","toby keith","high maintenance woman","high maintenance woman",1,1,"Big Dog Daddy","album","2bA6fzP0lMAQ4kz6CF61w8","709C7jhLvAmJdZXmExrdWk","2008-10-21",2008,201333,0.648,0.912,2,"D","D major",1,"major",4,-3.879,0.0336,0.0313,0,0.38,0.799,123.024
23,2008,"kenny chesney","kenny chesney","better as a memory","better as a memory",7,1,"Just Who I Am: Poets & Pirates","album","3grHWM9bx2E9vwJCdlRv9O","2GMP1vDZn7bEXCjWwwHC6n","2007-09-07",2007,252706,0.576,0.302,2,"D","D major",1,"major",4,-11.845,0.033,0.433,3.3e-05,0.133,0.145,70.932
23,2009,"blake shelton","blake shelton","ill just hold on","ill just hold on",4,1,"Startin' Fires","album","1UTPBmNbXNTittyMJrNkvw","4ZTVWCfZewoOYhhIEIrAlT","2008-11-10",2008,239200,0.41,0.796,0,"C","C major",1,"major",4,-4.222,0.0326,0.0365,0.000156,0.307,0.342,164.161
23,2010,"little big town","little big town","little white church","little white church",6,1,"The Reason Why","album","3CygdxquGHurS7f9LjNLkv","0f73zOCdBx6ZPdiBjwN1AP","2010-01-01",2010,186224,0.667,0.878,10,"A#","A# major",1,"major",4,-4.797,0.0445,0.13,0,0.16,0.816,107.024
23,2011,"darius rucker","darius rucker","this","this",1,1,"Charleston, SC 1966","album","7FY5V3XMwlNBPitEjXowHQ","5AITuS8QzCZ9d7kdEXCJkd","2010",2010,218866,0.629,0.827,4,"E","E major",1,"major",4,-4.956,0.0328,0.124,0,0.157,0.687,99.913
23,2012,"keith urban","keith urban","you gonna fly","you gonna fly",2,1,"Get Closer","album","0u2FHSq3ln94y5Q57xazwf","0nVJE0wZocUZsVtcdJ0xFW","2010-01-01",2010,216866,0.457,0.846,4,"E","E major",1,"major",4,-8.547,0.0477,0.0598,0,0.34,0.851,177.353
23,2013,"kip moore","kip moore","hey pretty girl","hey pretty girl",7,1,"Up All Night","album","2hJPr4lk7Q8SSvCVBl9fWM","75p6fgACKYIyIhsoG411SZ","2012-01-01",2012,215920,0.291,0.4,2,"D","D major",1,"major",1,-10.615,0.0306,0.145,1.86e-05,0.259,0.0935,83.112
23,2014,"brett eldredge","brett eldredge","beat of the music","beat of the music",7,1,"Bring You Back","album","0qSX3s5pJnAlSsgsCne8Cz","3un2KQUaQ2brEpd8dK93wI","2013-08-06",2013,179293,0.629,0.808,9,"A","A major",1,"major",4,-4.125,0.0269,0.00898,9.06e-06,0.0751,0.773,110.001
23,2015,"cole swindell","cole swindell","let me see ya girl","let me see ya girl",5,1,"Cole Swindell","album","1mfDfLsMxYcOOZkzBxvSVW","3y1t2sEahs8idFz2tiYNPO","2014-02-18",2014,187586,0.523,0.834,6,"F#","F# major",1,"major",4,-3.561,0.0281,0.254,0,0.393,0.445,92.99
23,2016,"cole swindell","cole swindell","middle of a memory","middle of a memory",2,1,"You Should Be Here","album","1mfDfLsMxYcOOZkzBxvSVW","38gZVjeaeR3gcnCzziAxBm","2016-05-06",2016,226306,0.531,0.746,11,"B","B major",1,"major",4,-4.228,0.0329,0.0972,0,0.102,0.304,139.788
23,2017,"brothers osborne","brothers osborne","it aint my fault","it aint my fault",1,1,"It Ain't My Fault","single","39NR3AUhpbbqKM33vWn2fp","4hQQHuxhgLVlF0962bJQCx","2016-01-08",2016,216813,0.735,0.831,9,"A","A major",1,"major",4,-5.898,0.0332,0.00166,0.217,0.291,0.756,123.017
